ID,取引価格（総額）_log
1053991,7.19631210853649
1053996,7.041190360775845
1054001,7.1744845476035675
1054005,7.082625619629159
1054009,7.32161689670249
1054013,7.05327100107515
1054017,7.154230509543198
1054021,7.276218660848354
1054024,6.930173812389676
1054027,7.058084443280825
1054029,7.191013686842487
1054030,7.348780381166339
1054032,7.051192565235365
1054033,7.023292847925204
1054038,7.162545083926519
1054328,7.31412577368848
1055411,7.157217190018024
1056389,6.920856378588628
1057056,6.928323431704965
1057281,7.100993919598248
1057954,6.99451791997027
1058301,6.8646966680572925
1058538,7.157521123499508
1060520,6.871268898867624
1061377,7.046611949400145
1061579,7.248957705915702
1062743,6.862707492213437
1062746,6.911589253203383
1063009,6.934777460257703
1064488,6.8568671236487555
1064554,7.306934356008705
1065010,7.21048733845693
1065014,6.994722531293132
1065050,7.14333302302527
1066131,6.888789392819762
1066132,6.888789392819762
1067793,7.342303358889418
1067962,6.865640754438137
1068477,7.022291766881848
1069002,6.97725105880476
1069347,7.0129263243393405
1069455,6.804565213488006
1069488,7.487278981332742
1069492,7.060325723419621
1069493,7.177185502501529
1069495,7.097272475499363
1069497,7.487278981332742
1069587,7.256244814218196
1069591,7.100068622911665
1069929,6.555004660193462
1070022,6.868558731326186
1070861,6.903102087555997
1071515,6.840635961065885
1071517,6.840635961065885
1071518,6.943550345243238
1071522,6.992173700969888
1072417,7.226920835980472
1072419,7.349232494896653
1072650,6.93153568062315
1072653,7.036761101866569
1073141,7.147218396752725
1073143,7.05146764976468
1073324,6.932070910528054
1073522,7.270172174347938
1073525,7.273643648698602
1073532,7.234084206823827
1073535,7.234084206823827
1073538,7.121869894867617
1073652,6.92533345137591
1073834,7.015427605594894
1073959,7.016146239733865
1074141,6.951414264351777
1074737,7.126925346249992
1074897,7.037384666920082
1076396,6.972259868441385
1079049,7.105857096088731
1080660,7.059203901244584
1083336,7.041149823613414
1085248,7.022119644258748
1085252,7.022119644258748
1085255,7.022119644258748
1088187,7.026843467355243
1089002,7.301008451521459
1090375,6.983512468034032
1091330,6.973958029352502
1094076,6.9639105808212936
1094306,7.2707338860798085
1094310,7.345268350864485
1094592,7.0140107079553395
1094595,7.341057395189396
1094597,6.915431177007525
1095433,6.792115015075628
1109843,7.02775004630883
1109846,7.002805697967638
1110671,6.655340195495819
1110674,6.8684619243161515
1110677,6.683902246677916
1111103,6.6617544027434565
1113015,6.997665373554828
1113019,7.030350303180999
1113580,6.841155208240994
1118091,6.892330348685872
1118528,6.922871597770922
1118819,7.033061862252138
1119924,6.9809302490856675
1120545,7.066745288992734
1120547,6.764736861801408
1120550,7.070131561403977
1120713,7.0181951454300755
2000770,7.119949858590492
2001868,7.190592400783082
2003630,7.281502153265546
2003888,6.981640558277503
2003954,6.9477904509936375
2004090,7.0212303768919435
2004244,7.20882966612261
2004245,7.068333430034992
2004246,6.928411118474963
2004247,6.739608212571184
2004669,7.416663733573564
2005044,6.9772033898832175
2005744,7.172263462677435
2005747,7.335454726358629
2006165,7.00857582124545
2006166,7.090658962290999
2006167,7.216643247996644
2006168,7.1195303827617336
2006393,6.948818724297507
2007153,7.06643070168466
2008103,7.152119492591706
2014001,7.305583334679888
3000003,7.030328481833958
3000292,7.032865667224649
3000307,7.004620186347045
3000358,7.305607190885526
3000395,7.088919408073121
3001028,7.0911919904025975
3001029,7.08569585738737
3001030,6.972251292435798
3001077,7.092266081472393
3001302,7.007344843052049
3001305,7.19970197256582
3001306,6.939782121702243
3001460,7.262026641719213
3001534,6.93369791783537
3001535,6.902432923289184
3002095,6.633455430809638
3002108,6.917017176887747
3002973,7.01053283240396
3002974,7.04529457035755
3002975,7.168361186652453
3002978,7.2616005281188265
3002979,6.9507600830494525
3003327,6.642827870459621
3003663,7.276004511229502
3003757,7.014960793540117
3003758,6.960634339259547
3003759,7.139908816275006
3020801,7.400409547519482
4000095,7.341994558071616
4000213,6.925459141429821
4000217,6.828236696683287
4000462,7.001792971011044
4000464,7.001792971011044
4000517,7.420089960488478
4000518,7.481134901234361
4000520,7.137745278664312
4000521,7.310634344717645
4000601,7.371792312639556
4000635,7.021242002270885
4000637,7.306993986670834
4000638,7.139984711171927
4000639,7.1037068078432
4000640,7.276210448739664
4000743,7.543893576608604
4000893,7.401910312117473
4000901,7.11771206494152
4000937,7.040470177977473
4000941,6.852685965054206
4000959,7.347462260350497
4000962,7.461447021291912
4000964,7.184155479506106
4000965,7.335143447510073
4000966,7.3297424134202345
4001277,7.084006799048395
4001280,6.895063915534182
4001281,7.19508921732986
4001282,7.132905800788131
4001283,6.924485815054994
4001284,7.022056458592956
4001285,7.394217098386063
4001407,7.567425418380221
4001442,6.995237088609575
4001448,6.994074068708772
4001451,7.213891190782743
4001613,7.370622818491825
4001627,6.950625446190245
4001631,6.963585405448747
4001632,7.263688684208137
4001633,6.877457463628435
4001949,7.148453220191376
4001978,7.022020298433246
4001979,6.962567171143071
4001980,7.097411962273075
4001981,7.006301283977092
4002031,6.985928072862475
4002047,7.209974092374394
4002048,7.031173413604518
4002049,6.940187325891766
4002066,7.000210731575741
4002120,6.852583502587292
4002124,7.165413138774545
4002125,7.429092755310401
4002126,7.00639745068932
4002189,7.769543420708353
4002190,7.67693870845943
4002208,7.59307190045493
4002209,7.456780016921519
4002265,7.208191743562986
4002483,7.229818994349829
4002485,6.895518395038724
4002535,7.420089960488478
4002542,8.088973979921636
4002543,7.521749168576759
4002544,7.521749168576759
4002546,7.747441638844277
4002547,8.10614912965488
4002548,7.485297373853744
4002639,6.872277007220392
4002666,6.885059108116842
4002667,6.982035369127288
4002668,7.188386079513931
4002753,6.847361813827552
4002773,6.99646472570719
4003004,7.124639781103223
4003082,6.921183395398388
4003083,7.095472258375603
4003084,6.8892137164970855
4003179,6.866870865211169
4003383,7.246433745769994
4003384,7.239875307019837
4003532,7.4716779415298875
4003559,7.048486230589763
4003567,7.073837300343197
4003585,7.055510248475974
4003609,7.003957019306343
4003610,7.192087434333517
4003611,6.761552189836974
4003736,7.204925363813923
4003737,7.200535472424886
4003738,7.200535472424886
4003739,7.0629272340724025
4003847,7.233692585296182
4004172,7.081305266904018
4004173,7.081305266904018
4004174,7.168652122801806
4004405,7.653405255116921
4004444,7.5373129766865
4004471,7.1770884981426475
4004472,7.035563612781217
4004473,7.21424534322308
4004527,6.96478555835554
4004590,7.2027225855353425
4004591,7.2027225855353425
4004646,7.209158733125938
4004677,7.079141656369344
4004711,6.815846693544477
4004719,6.963837696106099
4004720,6.832514049001079
4004865,7.7215623969811995
4004885,7.821285038094688
4004887,7.485297373853744
4004912,7.373548809662023
4004913,7.373548809662023
4005175,6.988171859757588
4005201,6.985351503814239
4005202,7.165842928473939
4005262,6.960454029400745
4005265,7.064361238623037
4005266,7.205470882002642
4005267,7.041011483415742
4005413,7.233478250305931
4005414,7.233478250305931
4005691,7.110403755731622
4005692,7.061466167707638
4005697,6.791153936544034
4005698,6.5192824078573555
4005762,7.421463386047172
4005763,7.451898003629442
4005796,7.348966459412347
4005804,7.57847286628255
4005899,7.193451347843383
4005950,7.279583716934911
4005955,6.968306664368462
4006144,7.088015416863705
4006148,7.064020211673622
4006149,6.8408893091516445
4006181,7.042956557531146
4006222,7.342112045912108
4006272,7.580560917221598
4006273,7.4101492112007294
4006323,6.878911097613136
4006344,7.2460731901751645
4006370,7.091714037263476
4006445,7.486352871611737
4006449,7.460425775875236
4006482,7.378807708147469
4006483,7.722901201245929
4006484,7.314445783890284
4006485,7.5397171115803765
4006486,7.615587515205645
4006518,7.216534544050333
4006859,7.424823080558081
4006959,7.232003439274731
4006960,6.7243849406723
4006980,7.440932448634394
4006996,7.051802544267048
4007054,7.2755648716634544
4007088,6.996262358049122
4007110,7.381464002018793
4007111,7.113856784249133
4007125,7.0229104217114715
4007151,7.122763913108523
4007154,6.660703477494277
4007321,7.350599309539722
4007325,7.15671245370486
4007326,7.114365466082863
4007403,7.118832585806465
4007408,7.178661681200656
4007409,6.98429585961517
4007410,7.087404836347601
4007411,7.159708076660513
4007412,7.0122177385923985
4007559,7.171079355819229
4007614,6.818672771293956
4007687,7.457719692325984
4007968,7.367188283661053
4007996,7.082016922717073
4008021,7.448859075617403
4008076,6.874596779483751
4008077,6.541943982655031
4008430,7.152749880804055
4008694,6.528927059323876
4008804,7.258336357457372
4008881,6.720348368158617
4008882,7.060557457376055
4008883,6.720348368158617
4008884,6.878732211085905
4008920,7.115915145444598
4009046,7.079523489567682
4009047,7.344783094562038
4009236,7.221401604933975
4009331,7.212847332267879
4009333,7.220785343698112
4009334,7.228761059543948
4009582,7.228761059543948
4009584,7.265801051005517
4009586,7.13359525570372
4009588,6.778422778500376
4009592,6.808470111431684
4009594,7.372649458334146
4009756,6.996488018297914
4009948,7.108444440661515
4010229,7.318638781131577
4010239,7.334478724240559
4010259,7.054457564373156
4010368,7.438348241767448
4010516,7.155573596280016
4010519,7.4168058752166255
4010520,7.183617636916534
4010521,7.202455238458838
4010621,7.154332302932246
4010757,6.716909442108817
4010758,6.859950452366306
4010908,7.426640915096496
4010909,7.4611026054807645
4011266,7.265625626458303
4011404,7.106454814527853
4011568,7.153834099400177
4011811,7.150467299158171
4011814,7.062018126203501
4011816,7.064635908370467
4011818,7.33593384852163
4011863,7.136518880004103
4011864,7.084204340615925
4011865,7.385645789413528
4011866,7.2930911249408155
4011871,6.932268421019466
4011872,7.180390377143285
4011873,7.3926574911743055
4011874,7.1740055183542175
4011875,7.2353145568166255
4012069,6.911866129780555
4012071,7.192491708653359
4012073,7.121333125684934
4012198,7.125205706787178
4012200,7.460110854541754
4012264,7.068314430129025
4012265,7.491898240820913
4012292,7.041782334587811
4012293,7.458930559653108
4012514,7.028192094463382
4012515,7.327935408939362
4012516,7.181922250979297
4012517,7.195458492953554
4012518,7.271775951907853
4012519,6.938912698103576
4012520,7.127081129112498
4012521,7.152902497669837
4012951,6.865052329563431
4013699,7.113900203379031
4013702,7.200377445654539
4014080,6.969631048080788
4014106,7.1571540225501735
4014107,7.392889088749626
4014110,7.338273572038799
4014206,7.00007993876076
4014234,6.850557220336529
4014262,7.025698286668865
4014308,6.980430441464008
4014316,6.928759699318374
4014747,7.151079871765788
4015361,7.001303776148225
4015364,7.047366520120303
4015365,7.3895323901847645
4015367,7.201184242231454
4015369,7.33584705139309
4015534,7.288586044150099
4015718,7.215101841765703
4015925,7.241714776921791
4016300,7.358676331471509
4016636,7.385061787655683
4017403,7.004547161580554
4017408,7.207127039270875
4018126,7.173830248523856
4018896,6.87303592392311
4019653,7.03069737514326
4019683,7.094554067230867
4019770,7.19071954864366
4019773,7.1514840594068145
4020242,7.32773828074118
4020245,6.971972175313399
4020428,7.098582145087373
4020435,7.220769627453524
4020437,7.246377932711329
4020439,7.246377932711329
4020441,7.024159535387911
4020443,7.1951755806668425
4020445,6.908052835956304
4020448,7.244380306035218
4020450,7.220769627453524
4021116,7.175908359830227
4021341,6.963085124806165
4022594,7.345038361813803
4023393,7.426847466328438
5000741,7.012671909870854
5001009,6.971267777764528
5001013,6.9623193768596785
5001460,6.621560116455671
5001775,7.059547959012842
5001776,7.022637855596255
5001780,6.799987568829941
5001781,6.799987568829941
5001782,6.555903789480931
5001783,6.877551488538456
5002221,7.052309239455
5002251,6.982963435477699
5002252,7.2823041704151
5002803,7.089232308577048
5002804,7.171219495224063
5003140,7.045683542602046
5003145,6.917629316132191
5003146,7.080942068499865
5003147,7.131145519202939
5003148,7.107069370920606
5003149,7.000351974462555
5003150,7.120873346162378
5003151,7.3605829262415945
5003330,6.905129166745974
5003995,7.218952628191431
5004043,7.325642447584224
5004044,7.325642447584224
5004045,7.41598953814643
5004046,7.41598953814643
5004075,6.93762632192885
5004205,6.70526982259484
6000786,7.129721096796016
6001564,7.228538871330883
6002090,6.861389052912679
6002188,7.303798195935266
6002212,6.81408561388391
6002269,6.897199384919518
6002460,7.081929775016148
6002838,6.9368468337869045
6002839,6.9368468337869045
6006567,7.315048293905038
6006652,7.111053378578946
7000001,7.177880548500639
7000002,7.148248996694249
7000049,6.956847131195535
7000629,7.302880710973909
7001463,7.341721567604895
7001861,7.25364377143701
7001862,7.373263589438377
7001863,7.289596905176429
7001963,7.152947625540502
7002071,7.037814106526362
7002072,6.974617300562334
7002073,7.037814106526362
7002074,7.081467467227282
7002075,6.974617300562334
7002076,7.037814106526362
7002182,7.279539804389443
7002373,7.311970911387153
7002489,7.120105507700613
7002533,6.9562785038196004
7002568,6.908052835956304
7003083,7.521258844679331
7003436,7.135485273007818
7004673,7.25533318989703
7004674,7.160233900850192
7004675,7.424563949544175
7004866,7.085470848059513
7004867,6.889493651588989
7005521,7.278703918181128
7006063,7.621079081126804
7006511,6.934783172998774
7007046,7.194786492927975
7007047,7.464774257876441
7007048,7.257716470448385
7007246,7.151665638335387
7007336,7.007159155610825
7007337,7.057260975582473
7007506,7.124828227936348
7007913,7.422652714405674
7008440,6.548125830456487
7008441,7.098649094170313
7008661,6.894593688079471
7008688,7.048108958889265
7008698,7.274139411757296
7009355,6.795723514507148
7009356,7.055982496262776
7009534,7.048604904871163
7011456,7.081780798512343
7012308,7.037274157604878
7012316,6.581639871653482
7012317,7.1284892079053055
8001021,7.329662714073675
8001468,7.363576292341045
8002331,6.803850383187672
8002351,7.382402017333184
8002352,7.224880568879965
8003084,7.644293584479865
8003167,7.346707832845421
8004132,7.321258588600444
8004297,7.355880339436936
8005657,7.292103911975946
8006498,6.961396800290992
8006499,7.030717842881053
8006500,7.030717842881053
8006628,6.88769294094733
8007250,6.825131766398553
8007457,7.10555995315158
8007513,6.865664158312128
8007712,6.700775894062072
8007713,6.707082245051259
8007785,7.210972084640437
8010951,7.559513398977926
8015068,7.302841799459918
8015099,7.290962526558713
8015100,6.976644173553581
8015428,7.4764249313492135
8015463,7.3597136017346045
8015464,7.330004811683365
8015465,7.3597136017346045
8015584,6.921748001039231
8015585,6.857129305036922
8015586,7.075240718768105
8015695,7.850484240661496
8015696,7.8553476980256205
8016050,7.215056146103658
8016051,7.202600087213481
8017248,7.266046084424752
8017284,7.373523646894655
8017397,7.485601249065802
8017398,7.485601249065802
8017399,7.430487658391413
8017402,7.347090916589471
8017403,7.347655651989301
8017404,7.374338676617429
8017882,7.373509708525667
8017883,7.280406677446709
8017888,7.373509708525667
8017889,7.281214934943374
8017890,7.277248213440841
8017891,7.435687478739105
8018902,7.71395276075554
8019055,7.302072842018008
8019559,7.484187585666543
8019560,7.491415366858249
8020570,7.26114678221853
8020763,7.293106021899634
8020766,7.459311766172971
8021204,7.325134894083213
8021205,7.325134894083213
8021406,7.070198547966938
8022240,7.5181128003343725
8024886,7.472705070787127
8045764,6.993443940200483
8047213,7.579636280775997
8047218,7.439547584537783
8047223,7.579636280775997
8047228,7.42225251714773
8047231,7.439547584537783
8047233,7.564534988042894
9000193,6.895134658586732
9000387,7.445407757486122
9001465,7.284222274245034
9001780,7.094111727835954
9001781,7.180846111428611
9001782,7.083892668883133
9002710,7.257429235675323
9002739,7.296304627608451
9003655,6.946496942563559
9003659,6.888558498721558
9004764,7.436700141209299
9004765,7.436700141209299
9004772,7.464931148064442
